년월일,총량(kw),최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),가조시간(hr),합계 일사량(MJ/m2),평균 전운량(1/10)
2015-10-10,860.16,13.8,22.5,1.0,4.6,58.0,11.5,16.86,4.0
2015-10-11,940.32,13.0,20.1,,4.9,54.5,11.5,17.89,3.1
2015-10-12,700.56,13.5,21.0,,3.2,53.6,11.5,13.83,2.6
2015-10-13,961.44,11.8,22.6,,2.8,52.5,11.4,17.95,0.0
2015-10-14,929.76,13.5,24.4,,2.7,58.9,11.4,17.42,0.0
2015-10-15,696.0,15.6,23.6,,1.5,71.8,11.4,13.78,2.8
2015-10-16,694.8,15.5,24.7,,1.9,71.5,11.3,14.15,1.9
2015-10-17,909.36,16.5,24.0,,2.6,69.3,11.3,17.04,0.0
2015-10-18,854.16,14.8,24.7,,1.6,66.6,11.2,16.68,0.0
2015-10-19,0.0,16.4,24.5,,2.1,71.6,11.2,14.81,1.9
2015-10-20,118.56,17.0,26.5,,2.5,68.5,11.2,12.98,1.6
2015-10-21,618.72,16.9,24.8,,2.3,76.0,11.1,13.67,0.0
2015-10-22,527.76,16.1,21.8,,2.9,73.4,11.1,8.87,3.9
2015-10-23,722.88,15.5,24.1,,2.5,72.6,11.1,14.58,0.1
2015-10-24,702.24,15.7,25.0,,2.4,65.1,11.0,13.88,0.5
2015-10-25,809.04,14.7,21.5,,3.7,53.0,11.0,15.28,2.4
2015-10-26,605.28,13.5,20.7,,2.5,61.5,11.0,12.13,6.5
2015-10-27,300.24,12.2,21.1,4.0,3.7,68.0,10.9,6.88,4.8
2015-10-28,883.2,10.2,19.0,,2.9,46.5,10.9,15.62,1.6
2015-10-29,689.28,11.5,20.2,,2.3,54.9,10.9,12.9,4.1
2015-10-30,834.48,8.7,17.1,,2.5,41.9,10.8,14.61,2.1
2015-10-31,930.96,5.8,16.1,,3.7,36.3,10.8,15.93,0.6
2015-11-01,158.88,8.0,14.1,1.0,1.7,60.9,10.8,3.82,8.5
2015-11-02,782.16,8.3,18.3,0.3,2.5,59.8,10.7,13.82,1.4
2015-11-03,810.0,11.2,20.3,,2.2,57.0,10.7,14.35,0.0
2015-11-04,792.72,10.7,22.4,,1.7,69.1,10.7,14.2,0.9
2015-11-05,758.88,13.7,23.6,,2.2,65.4,10.7,13.73,3.0
2015-11-06,619.92,14.3,22.2,1.5,3.4,68.5,10.6,11.02,5.3
2015-11-07,60.48,14.0,18.1,55.0,3.1,93.5,10.6,1.43,10.0
2015-11-08,47.52,13.7,19.0,32.0,2.4,98.3,10.6,0.96,10.0
2015-11-09,266.64,13.1,19.5,2.5,1.8,82.5,10.5,5.57,7.0
2015-11-10,283.2,11.8,17.5,,3.3,73.5,10.5,5.9,6.0
2015-11-11,461.28,12.3,19.5,0.5,2.8,75.9,10.5,7.73,6.9
2015-11-12,491.04,14.6,20.0,,3.8,64.0,10.4,10.41,5.0
2015-11-13,48.24,13.2,16.3,19.0,3.7,90.0,10.4,0.91,10.0
2015-11-14,0.0,15.0,18.4,,2.1,88.4,10.4,4.46,9.8
2015-11-15,0.0,14.6,21.6,,1.6,77.0,10.4,10.3,5.5
2015-11-16,9.12,14.5,20.1,6.5,1.5,81.6,10.3,4.79,8.8
2015-11-17,127.92,14.9,18.7,,3.1,87.4,10.3,2.38,9.1
2015-11-18,143.28,11.8,15.3,4.5,4.6,82.4,10.3,3.38,10.0
2015-11-19,300.24,11.4,16.3,,3.0,73.0,10.2,6.47,9.5
2015-11-20,436.8,12.5,19.7,0.5,1.4,74.4,10.2,8.16,6.3
2015-11-21,221.28,11.4,19.1,,2.0,71.6,10.2,4.91,7.3
2015-11-22,396.24,12.6,19.9,,3.0,74.4,10.2,8.34,5.4
2015-11-23,236.64,13.5,18.2,0.3,2.2,80.4,10.1,5.42,9.1
2015-11-24,531.6,9.3,17.8,,3.0,71.3,10.1,9.47,6.0
2015-11-25,78.24,7.3,10.3,0.5,3.0,80.8,10.1,1.96,9.4
2015-11-26,521.52,1.9,8.2,,6.0,51.5,10.1,9.56,3.9
2015-11-27,719.52,1.1,9.4,,4.5,51.6,10.1,12.25,1.1
2015-11-28,656.4,2.1,11.4,,1.8,55.9,10.1,11.5,2.3
2015-11-29,417.36,6.2,14.2,,1.3,58.3,10.0,7.79,4.9
2015-11-30,644.16,8.7,16.0,0.0,2.3,58.9,10.0,11.32,1.8
2015-12-01,601.68,6.3,17.2,,1.5,65.1,10.0,10.83,1.1
2015-12-02,231.6,9.3,16.9,3.0,2.8,75.3,10.0,5.02,7.3
2015-12-03,484.08,3.5,9.9,,6.3,48.3,10.0,8.25,2.4
2015-12-04,669.84,3.3,10.0,,6.1,52.4,9.9,11.55,1.6
2015-12-05,383.52,3.4,10.7,,2.9,54.0,9.9,7.59,6.0
2015-12-06,174.0,6.0,10.6,,1.9,56.4,9.9,4.14,6.5
2015-12-07,445.2,5.2,16.5,,1.7,69.3,9.9,9.6,3.5
2015-12-08,367.92,7.3,17.3,,2.2,71.9,9.9,10.85,3.1
2015-12-09,249.84,8.6,16.0,,1.3,71.8,9.9,4.98,6.8
2015-12-10,28.56,11.2,13.9,32.5,2.2,94.6,9.9,0.9,10.0
2015-12-11,75.12,6.4,13.1,9.5,3.7,76.9,9.9,2.16,8.8
2015-12-12,589.68,6.1,14.7,,3.3,57.8,9.8,10.57,2.4
2015-12-13,520.56,7.9,15.2,,1.9,58.4,9.8,9.21,3.9
2015-12-14,92.4,8.8,12.3,0.5,2.3,79.0,9.8,2.01,8.8
2015-12-15,276.0,6.5,13.7,0.5,2.6,70.5,9.8,6.1,6.3
2015-12-16,564.48,1.0,10.1,0.5,4.5,53.0,9.8,9.93,4.3
2015-12-17,674.64,-1.4,4.7,,3.8,39.8,9.8,11.64,0.1
2015-12-18,673.44,-2.5,7.6,,3.8,46.5,9.8,11.81,0.0
2015-12-19,612.96,2.7,13.9,,2.4,53.5,9.8,10.92,0.0
2015-12-20,109.44,6.0,11.5,1.0,1.8,68.9,9.8,2.72,9.3
2015-12-21,369.6,6.6,14.8,3.5,2.8,75.9,9.8,7.71,5.6
2015-12-22,543.84,4.6,16.4,,2.3,63.6,9.8,9.96,3.9
2015-12-23,143.28,9.2,15.2,0.5,2.7,78.4,9.8,3.84,7.6
2015-12-24,516.24,6.4,14.2,,3.0,56.4,9.8,9.56,4.1
2015-12-25,655.68,2.2,9.8,,3.1,30.5,9.8,11.7,1.6
2015-12-26,522.48,2.0,12.6,,4.2,48.8,9.8,9.56,1.1
2015-12-27,548.16,1.3,10.4,,2.9,38.3,9.8,9.78,0.5
2015-12-28,663.84,-2.0,5.4,,3.2,31.5,9.8,11.42,0.1
2015-12-29,638.64,-1.6,8.3,,2.9,31.9,9.8,11.28,0.6
2015-12-30,632.88,0.0,11.0,,2.3,41.3,9.8,11.05,0.0
2015-12-31,558.48,2.7,10.5,,3.2,51.9,9.8,10.01,1.0
2016-01-01,637.44,1.1,10.9,,4.3,52.1,9.8,11.44,1.4
2016-01-02,329.04,4.6,12.2,,4.0,62.9,9.9,6.86,4.6
2016-01-03,536.64,7.9,16.6,,2.7,68.3,9.9,10.02,1.5
2016-01-04,516.48,7.6,15.2,,2.7,46.3,9.9,9.34,0.8
2016-01-05,80.4,3.2,8.1,0.2,3.1,40.9,9.9,2.19,7.0
2016-01-06,498.48,1.8,9.9,,2.9,34.5,9.9,8.8,5.6
2016-01-07,647.28,1.1,8.5,,2.7,47.3,9.9,11.11,0.9
2016-01-08,689.76,-0.5,6.9,,2.9,44.1,9.9,11.6,0.8
2016-01-09,663.12,-0.4,9.4,,2.8,46.1,9.9,11.36,0.0
2016-01-10,615.12,0.5,10.1,,1.9,46.1,10.0,10.71,0.4
2016-01-11,579.12,1.7,10.1,,3.2,27.6,10.0,10.3,4.6
2016-01-12,707.04,-0.9,7.9,,4.0,26.4,10.0,12.12,1.1
2016-01-13,690.96,-2.2,6.9,,3.0,46.4,10.0,11.69,0.3
2016-01-14,534.72,0.2,8.3,,3.0,50.3,10.0,11.43,1.4
2016-01-15,565.2,-0.5,10.6,,1.6,45.6,10.0,10.14,0.0
2016-01-16,212.64,2.3,10.4,,1.2,50.9,10.1,4.78,6.4
2016-01-17,105.36,5.1,10.3,14.2,3.2,77.4,10.1,1.73,9.5
2016-01-18,682.32,-4.0,6.9,,5.8,57.4,10.1,11.41,2.9
2016-01-19,803.28,-5.4,0.7,,7.4,36.8,10.1,13.25,0.1
2016-01-20,608.88,-6.6,2.0,,4.0,36.1,10.2,11.09,2.8
2016-01-21,282.72,-3.5,3.3,,3.8,29.9,10.2,5.93,6.8
2016-01-22,693.6,-2.7,6.7,,5.8,23.9,10.2,12.14,4.8
2016-01-23,427.92,-8.5,1.1,0.0,3.9,32.0,10.2,7.87,5.0
2016-01-24,760.08,-10.2,-4.2,0.0,4.2,45.4,10.2,13.4,1.9
2016-01-25,815.52,-8.2,2.4,,3.2,44.8,10.3,13.5,0.0
2016-01-26,774.24,-3.9,7.3,,4.2,49.4,10.3,13.09,0.0
2016-01-27,623.52,0.7,9.2,,3.8,52.5,10.3,11.28,2.5
2016-01-28,41.28,2.1,6.0,24.3,2.5,69.9,10.4,1.27,10.0
2016-01-29,96.0,3.5,5.3,20.8,4.8,91.9,10.4,2.35,10.0
2016-01-30,231.84,4.5,8.7,,3.6,78.6,10.4,4.73,6.8
2016-01-31,0.0,1.4,7.0,,3.3,62.6,10.4,9.46,3.3
2016-02-01,0.0,-1.2,7.3,,5.2,34.3,10.5,13.74,2.9
2016-02-02,869.28,-4.0,7.9,,4.6,30.8,10.5,14.25,0.8
2016-02-03,899.28,-2.8,7.5,,4.0,37.3,10.5,15.21,0.0
2016-02-04,606.24,-0.8,7.3,,2.6,41.0,10.6,11.15,3.9
2016-02-05,873.84,0.3,10.1,,2.8,29.4,10.6,14.73,0.6
2016-02-06,882.72,-0.7,7.0,,3.6,37.8,10.6,14.78,0.1
2016-02-07,810.24,-1.7,9.4,,3.0,43.6,10.7,14.26,4.0
2016-02-08,871.44,-1.2,8.8,,4.7,39.9,10.7,15.04,0.0
2016-02-09,917.04,3.4,11.9,,4.3,31.5,10.7,15.55,0.0
2016-02-10,909.36,1.3,11.8,,2.2,40.4,10.8,15.55,0.0
2016-02-11,632.88,4.0,14.7,,2.0,63.9,10.8,11.75,5.5
2016-02-12,15.84,9.7,13.9,32.7,2.8,90.9,10.8,0.71,10.0
2016-02-13,45.84,12.5,15.8,28.9,3.0,98.8,10.9,1.58,9.3
2016-02-14,612.48,-0.4,15.2,,5.1,59.0,10.9,11.48,5.8
2016-02-15,1026.96,-3.5,4.2,,4.6,40.6,10.9,17.2,1.0
2016-02-16,885.6,-2.3,6.3,,5.7,52.3,10.9,15.25,2.6
2016-02-17,996.48,-0.6,9.6,,3.4,41.8,11.0,17.2,0.0
2016-02-18,868.56,0.3,9.9,,4.5,49.4,11.0,15.81,1.6
2016-02-19,672.72,5.7,14.8,,3.5,51.1,11.0,12.71,6.5
2016-02-20,353.28,3.8,11.6,1.4,3.0,56.1,11.1,7.34,7.4
2016-02-21,1031.04,-0.2,8.9,,3.0,33.0,11.1,17.92,1.0
2016-02-22,446.4,3.1,10.4,,2.5,44.4,11.2,8.91,10.0
2016-02-23,750.48,3.9,12.8,,2.8,37.4,11.2,14.19,6.5
2016-02-24,784.8,-0.5,8.4,,3.5,49.3,11.2,13.38,5.3
2016-02-25,1016.88,-2.1,8.8,,3.6,34.9,11.3,17.98,0.0
2016-02-26,696.48,1.3,10.6,,4.0,52.4,11.3,13.93,4.9
2016-02-27,833.76,7.4,15.6,,4.4,54.1,11.3,15.65,2.6
2016-02-28,355.92,6.5,15.2,0.7,4.4,70.0,11.4,11.18,4.6
2016-02-29,0.0,-2.5,6.7,0.0,4.5,41.0,11.4,13.47,2.6
2016-03-01,0.0,-4.3,7.7,,3.4,38.8,11.4,19.02,0.0
2016-03-02,745.2,0.1,11.4,,3.9,42.0,11.5,18.64,0.0
2016-03-03,990.0,5.9,17.2,,4.7,62.4,11.5,18.37,1.3
2016-03-04,13.44,10.6,12.4,35.7,1.9,96.9,11.5,1.12,10.0
2016-03-05,235.44,10.5,16.4,1.6,4.0,86.8,11.6,4.86,10.0
2016-03-06,219.12,11.7,17.1,32.7,3.2,98.6,11.6,4.67,8.6
2016-03-07,884.88,7.8,16.2,,3.0,68.4,11.7,16.1,0.5
2016-03-08,129.84,5.1,13.4,6.6,2.7,66.6,11.7,3.36,9.8
2016-03-09,549.6,2.6,13.4,13.6,3.5,70.5,11.7,12.74,6.5
2016-03-10,819.36,2.1,10.8,,3.7,37.8,11.8,15.64,4.8
2016-03-11,1120.8,-0.8,10.0,,3.8,41.5,11.8,20.99,0.0
2016-03-12,1102.08,0.7,10.3,,3.3,35.9,11.8,20.71,2.1
2016-03-13,296.64,5.2,10.7,,1.6,44.6,11.9,6.62,9.5
2016-03-14,564.0,4.1,14.3,,3.1,57.8,11.9,13.06,2.3
2016-03-15,1008.72,3.2,12.3,,2.9,49.5,12.0,19.67,3.3
2016-03-16,850.32,7.3,16.2,,3.6,45.9,12.0,17.65,4.1
2016-03-17,958.08,7.8,16.9,,3.0,57.4,12.0,19.35,3.6
2016-03-18,42.24,11.5,13.4,38.7,1.9,97.9,12.1,1.0,9.5
2016-03-19,814.08,10.4,19.4,,3.2,66.6,12.1,18.29,2.8
2016-03-20,601.68,8.6,14.2,,3.2,60.9,12.1,13.63,7.9
2016-03-21,964.08,7.3,14.8,,2.8,59.6,12.2,21.36,2.4
2016-03-22,1008.48,7.1,16.8,,3.2,60.1,12.2,20.79,2.9
2016-03-23,834.72,8.2,15.1,0.0,3.2,66.5,12.3,17.02,6.4
2016-03-24,702.0,5.4,13.5,0.0,3.8,58.1,12.3,15.09,6.6
2016-03-25,582.96,6.3,11.7,0.0,2.4,58.8,12.3,11.17,7.9
2016-03-26,400.56,5.6,11.1,4.6,1.8,78.0,12.4,8.05,6.0
2016-03-27,1029.6,4.3,16.2,,3.7,58.3,12.4,19.68,1.6
2016-03-28,1062.72,6.7,18.3,,4.4,41.6,12.4,21.93,0.0
2016-03-29,610.32,10.1,16.3,,6.1,57.8,12.5,13.21,5.1
2016-03-30,911.28,12.4,19.6,,3.7,64.3,12.5,19.2,4.4
2016-03-31,641.76,11.1,19.3,,1.9,69.9,12.5,14.32,4.5
2016-04-01,1017.12,11.0,22.0,,2.0,59.6,12.6,21.92,0.0
2016-04-02,713.04,11.4,18.8,,2.9,76.9,12.6,15.39,4.3
2016-04-03,225.6,11.5,18.0,0.9,2.6,86.8,12.7,3.56,9.8
2016-04-04,219.84,10.5,13.6,3.8,2.9,84.5,12.7,4.5,9.5
2016-04-05,849.36,10.8,19.5,,3.5,65.5,12.7,19.54,3.6
2016-04-06,0.0,11.0,20.9,18.2,2.6,60.6,12.8,14.09,7.6
2016-04-07,266.64,11.4,16.5,47.4,2.4,93.8,12.8,5.53,9.0
2016-04-08,0.0,12.4,21.7,,2.8,61.8,12.8,20.66,3.4
2016-04-09,986.4,13.1,22.6,,2.8,50.6,12.9,22.1,4.0
2016-04-10,861.84,11.3,18.9,,3.0,58.8,12.9,18.7,5.1
2016-04-11,468.24,9.1,14.0,0.0,3.6,65.5,12.9,11.3,7.0
2016-04-12,795.36,8.0,15.9,,2.3,64.3,13.0,17.7,7.1
2016-04-13,79.68,14.0,16.0,14.8,2.0,93.9,13.0,1.96,9.5
2016-04-14,1054.08,13.2,21.4,,3.2,66.8,13.1,23.52,0.9
2016-04-15,1142.88,11.5,18.1,,3.1,56.8,13.1,24.81,0.4
2016-04-16,436.32,10.5,19.2,36.6,2.3,77.5,13.1,10.56,8.1
2016-04-17,1143.84,13.4,20.9,8.0,7.8,49.3,13.2,25.65,3.1
2016-04-18,142.32,12.9,19.2,,5.4,41.5,13.2,15.91,5.5
2016-04-19,0.0,12.5,19.9,,3.6,54.1,13.2,25.47,0.0
2016-04-20,804.96,11.2,20.5,,2.3,64.9,13.3,22.57,5.3
2016-04-21,138.24,14.0,18.4,31.8,2.5,92.1,13.3,3.81,7.8
2016-04-22,1060.08,13.7,22.9,,3.4,80.3,13.3,24.17,2.8
2016-04-23,327.6,14.8,18.9,,2.6,55.1,13.4,7.76,9.5
2016-04-24,1000.56,13.4,21.8,,3.0,39.8,13.4,22.96,3.3
2016-04-25,1043.76,12.2,22.5,,2.0,34.1,13.4,24.53,2.6
2016-04-26,1009.92,12.2,24.2,1.6,2.3,45.9,13.4,23.18,5.4
2016-04-27,182.4,11.0,13.5,32.1,4.5,90.9,13.5,3.73,10.0
2016-04-28,480.0,11.1,16.1,3.3,2.5,76.9,13.5,10.63,9.3
2016-04-29,1026.72,11.5,18.9,0.0,3.5,51.9,13.6,24.28,2.4
2016-04-30,1069.44,12.8,20.9,,5.4,65.9,13.6,25.19,0.3
2016-05-01,1080.96,14.4,22.7,,5.6,66.0,13.6,25.69,0.4
2016-05-02,828.96,15.7,24.2,,4.7,78.3,13.6,21.2,6.6
2016-05-03,317.52,14.4,19.5,40.7,8.1,77.5,13.7,8.33,5.6
2016-05-04,1120.08,14.1,26.0,,7.3,37.6,13.7,26.1,0.0
2016-05-05,959.76,14.3,25.0,,3.6,46.3,13.7,22.05,6.1
2016-05-06,177.36,15.9,19.2,4.7,3.1,93.4,13.8,3.73,9.0
2016-05-07,968.64,16.1,25.2,,3.0,55.6,13.8,22.8,4.1
2016-05-08,852.0,16.2,23.1,,2.5,41.9,13.8,19.19,6.5
2016-05-09,387.84,16.1,22.3,0.0,1.6,64.9,13.9,9.72,10.0
2016-05-10,162.48,13.1,17.2,22.3,2.6,92.8,13.9,2.46,10.0
2016-05-11,584.4,13.2,18.7,,2.7,81.4,13.9,14.77,5.5
2016-05-12,1119.12,13.7,23.5,,3.8,64.6,13.9,27.91,0.0
2016-05-13,670.56,14.9,21.7,,3.4,69.1,14.0,15.01,4.8
2016-05-14,1126.56,13.1,21.3,,3.3,66.3,14.0,26.94,1.5
2016-05-15,525.12,14.2,23.1,0.0,4.4,84.6,14.0,13.16,8.0
2016-05-16,641.52,11.5,20.0,14.5,4.1,77.4,14.1,15.53,5.6
2016-05-17,1137.6,12.7,25.3,,2.1,36.5,14.1,28.15,0.0
2016-05-18,1087.92,14.7,26.8,,1.6,42.6,14.1,27.04,1.4
2016-05-19,1026.48,15.2,25.5,,2.0,54.3,14.1,26.46,3.6
2016-05-20,1112.4,16.8,25.5,,2.5,61.4,14.1,27.93,1.4
2016-05-21,985.68,16.6,26.0,,2.8,43.4,14.2,25.04,5.1
2016-05-22,1092.0,17.1,26.0,,3.1,49.9,14.2,27.54,2.4
2016-05-23,1032.96,15.7,24.4,,2.5,68.5,14.2,25.92,3.8
2016-05-24,82.32,18.5,20.7,24.7,4.5,87.9,14.2,2.55,9.5
2016-05-25,1045.68,16.4,23.8,,3.2,71.9,14.2,26.18,1.9
2016-05-26,905.04,17.9,26.0,0.0,2.3,61.9,14.3,22.47,5.9
2016-05-27,959.04,20.8,26.7,,2.1,52.6,14.3,23.34,7.4
2016-05-28,457.92,19.2,24.1,,2.9,65.5,14.3,11.96,5.8
2016-05-29,505.44,17.9,25.4,1.9,2.6,75.4,14.3,13.32,5.0
2016-05-30,1062.0,19.3,26.6,,3.4,62.3,14.3,26.6,0.4
2016-05-31,916.56,17.8,30.5,,2.9,55.1,14.4,22.83,4.4
2016-06-01,1004.88,17.3,23.6,,3.7,53.5,14.4,24.87,3.3
2016-06-02,1104.0,15.7,24.0,,2.7,60.5,14.4,28.52,0.8
2016-06-03,1061.28,16.8,25.7,,2.8,49.4,14.4,26.92,3.3
2016-06-04,261.12,16.6,23.8,6.6,2.9,78.8,14.4,6.35,9.6
2016-06-05,526.08,17.1,25.1,,3.6,73.3,14.4,13.63,7.6
2016-06-06,313.44,18.3,20.4,3.1,2.8,85.9,14.4,4.79,10.0
2016-06-07,459.84,18.8,25.4,,1.5,85.4,14.4,14.5,6.5
2016-06-08,448.56,18.8,22.2,,2.4,89.1,14.5,11.83,9.5
2016-06-09,564.72,19.6,26.1,,2.3,80.3,14.5,15.02,8.4
2016-06-10,993.84,20.1,25.3,,2.6,78.0,14.5,25.9,3.1
2016-06-11,760.8,20.1,26.6,,2.8,80.6,14.5,20.14,5.8
2016-06-12,175.68,21.1,24.1,8.6,1.3,91.9,14.5,4.53,8.9
2016-06-13,739.2,20.4,25.7,,1.8,86.4,14.5,17.45,7.8
2016-06-14,349.92,20.1,24.2,,2.0,87.3,14.5,9.81,7.4
2016-06-15,386.64,19.9,24.2,0.0,4.4,85.4,14.5,10.33,8.6
2016-06-16,499.44,21.7,26.4,1.5,4.0,81.4,14.5,12.91,8.4
2016-06-17,1063.92,19.3,28.6,,3.4,67.6,14.5,27.19,1.0
2016-06-18,1027.68,19.1,25.5,2.8,4.3,80.5,14.5,25.08,5.1
2016-06-19,754.56,21.0,28.6,9.1,3.8,88.4,14.5,20.41,6.4
2016-06-20,601.2,21.1,28.7,10.2,3.0,88.1,14.5,15.06,7.4
2016-06-21,379.92,21.2,24.6,3.1,1.9,89.6,14.5,8.3,9.9
2016-06-22,132.24,21.3,23.3,13.4,2.1,93.8,14.5,3.64,10.0
2016-06-23,1027.92,20.6,26.6,,2.1,79.3,14.5,25.94,4.3
2016-06-24,61.68,21.2,24.2,53.7,3.5,92.9,14.5,2.19,10.0
2016-06-25,624.24,20.6,25.7,,4.8,67.6,14.5,16.29,5.0
2016-06-26,8.4,19.6,28.6,,3.8,70.9,14.5,26.18,0.3
2016-06-27,119.52,19.3,23.4,0.2,2.7,93.0,14.5,8.0,8.8
2016-06-28,594.48,18.8,25.3,0.0,1.9,72.6,14.5,14.59,8.8
2016-06-29,405.84,20.1,25.1,2.9,2.0,86.3,14.5,10.18,8.5
2016-06-30,790.56,20.3,27.2,,3.8,84.0,14.5,20.19,6.3
2016-07-01,89.52,22.2,24.0,31.9,6.4,94.9,14.5,3.09,9.3
2016-07-02,205.68,21.7,24.4,44.4,7.3,94.9,14.5,4.48,10.0
2016-07-03,254.88,20.2,24.7,15.4,2.1,94.5,14.5,6.99,10.0
2016-07-04,97.44,20.4,22.1,63.0,1.4,99.1,14.5,2.66,10.0
2016-07-05,297.6,20.0,26.1,1.0,5.3,98.3,14.5,8.24,9.8
2016-07-06,722.88,20.3,29.2,,3.9,90.6,14.4,21.46,6.9
2016-07-07,914.4,19.5,27.6,0.1,2.2,89.9,14.4,25.92,4.8
2016-07-08,620.4,23.1,30.4,0.0,1.6,86.6,14.4,16.37,7.6
2016-07-09,1004.4,22.6,29.0,,2.1,78.6,14.4,27.04,1.9
2016-07-10,767.04,23.1,29.3,,2.6,83.6,14.4,19.08,7.6
2016-07-11,248.64,23.5,27.0,14.7,2.1,92.3,14.4,5.82,10.0
2016-07-12,181.44,22.5,25.2,6.3,2.5,95.8,14.4,5.25,9.9
2016-07-13,709.2,22.7,29.5,1.3,2.6,86.5,14.3,19.54,6.3
2016-07-14,923.04,22.8,31.9,0.1,2.7,72.1,14.3,23.82,4.4
2016-07-15,942.0,22.2,27.6,,2.6,70.3,14.3,22.57,5.0
2016-07-16,108.48,22.0,24.3,9.8,2.5,91.9,14.3,2.39,9.3
2016-07-17,832.32,21.8,28.6,,3.2,79.6,14.3,21.9,3.8
2016-07-18,708.24,22.4,28.0,,2.0,86.0,14.2,19.54,6.8
2016-07-19,944.64,23.2,28.4,,2.6,79.1,14.2,24.3,5.9
2016-07-20,339.36,22.2,28.4,,3.1,72.8,14.2,25.43,2.8
2016-07-21,812.16,21.6,27.9,,2.8,73.6,14.2,24.03,4.5
2016-07-22,970.8,21.6,28.2,,2.8,75.0,14.2,25.0,4.4
2016-07-23,981.84,22.2,29.5,,2.6,77.6,14.1,24.85,4.6
2016-07-24,693.84,23.3,30.4,,3.3,85.1,14.1,18.04,5.0
2016-07-25,638.88,26.0,31.2,0.8,3.6,85.4,14.1,16.2,6.8
2016-07-26,760.08,26.2,31.1,,4.9,82.1,14.1,22.31,4.3
2016-07-27,914.4,26.3,32.2,,5.5,80.0,14.0,23.74,3.5
2016-07-28,533.52,27.2,31.4,,5.7,81.6,14.0,17.84,5.9
2016-07-29,794.4,26.1,31.9,,4.3,81.8,14.0,23.85,4.1
2016-07-30,925.2,26.8,32.7,,4.0,81.1,14.0,23.91,3.4
2016-07-31,894.0,26.3,32.1,,2.2,75.9,13.9,22.72,2.9
2016-08-01,808.08,24.8,31.8,5.0,2.0,81.8,13.9,19.01,4.0
2016-08-02,640.8,25.2,31.1,0.6,1.5,79.9,13.9,14.98,7.8
2016-08-03,547.68,24.9,31.1,0.4,1.7,80.9,13.8,14.54,7.6
2016-08-04,876.96,25.5,31.7,,2.7,76.3,13.8,22.84,4.3
2016-08-05,833.04,25.4,32.0,,2.6,77.1,13.8,22.36,1.8
2016-08-06,962.4,25.4,32.7,,2.3,77.9,13.8,24.57,0.1
2016-08-07,965.76,26.5,33.0,,2.6,72.4,13.7,24.7,0.8
2016-08-08,775.2,26.8,34.4,,2.3,73.0,13.7,19.07,3.3
2016-08-09,765.36,26.2,32.9,,2.8,70.6,13.7,21.32,4.4
2016-08-10,960.24,25.0,32.2,,2.3,71.6,13.6,24.05,0.5
2016-08-11,857.04,26.9,34.8,,2.3,72.1,13.6,22.78,1.3
2016-08-12,912.72,27.9,34.5,,3.4,72.1,13.6,23.06,0.0
2016-08-13,906.0,28.2,35.3,,3.6,66.1,13.6,23.21,0.1
2016-08-14,920.16,28.3,37.3,,3.1,63.8,13.5,23.39,0.3
2016-08-15,612.0,25.3,36.6,53.8,1.7,75.0,13.5,13.48,6.0
2016-08-16,586.56,25.0,30.9,21.3,2.3,80.3,13.5,14.96,5.3
2016-08-17,967.2,25.3,32.3,,2.7,70.3,13.4,22.44,3.1
2016-08-18,941.52,25.7,32.5,,2.9,71.8,13.4,23.49,3.1
2016-08-19,981.6,25.6,32.7,,2.9,71.1,13.4,23.4,3.1
2016-08-20,941.52,25.9,31.7,,2.9,68.0,13.3,21.94,2.5
2016-08-21,648.72,25.9,33.3,0.0,2.9,68.4,13.3,16.54,3.1
2016-08-22,893.52,26.3,32.5,,2.9,70.1,13.3,21.58,3.4
2016-08-23,677.52,25.5,31.2,0.9,2.8,70.3,13.2,17.48,5.0
2016-08-24,1038.0,24.2,31.8,,3.2,66.0,13.2,24.6,0.8
2016-08-25,970.56,24.9,33.4,,3.2,73.4,13.2,23.07,0.6
2016-08-26,408.0,20.8,27.9,0.0,3.4,74.6,13.1,9.18,7.5
2016-08-27,869.52,19.8,28.2,1.7,3.7,61.6,13.1,20.04,8.0
2016-08-28,132.48,17.6,24.0,57.6,3.6,94.3,13.1,3.65,10.0
2016-08-29,650.4,17.5,25.7,0.2,3.0,66.8,13.0,17.52,5.9
2016-08-30,558.96,19.4,26.0,,4.5,58.6,13.0,12.5,5.0
2016-08-31,1026.48,21.5,29.8,,8.5,52.5,12.9,23.56,1.8
2016-09-01,894.0,24.0,29.3,,6.2,72.0,12.9,19.93,5.5
2016-09-02,65.04,19.7,24.9,118.0,2.7,93.9,12.9,1.46,10.0
2016-09-03,447.6,22.2,27.9,38.4,2.0,87.6,12.8,10.6,8.1
2016-09-04,396.96,23.2,28.4,0.1,2.1,78.6,12.8,10.17,6.9
2016-09-05,304.32,23.9,29.2,0.0,2.0,83.8,12.8,8.45,8.9
2016-09-06,370.08,23.5,28.8,0.0,2.0,80.8,12.7,9.54,8.3
2016-09-07,379.44,23.8,28.8,0.0,1.4,77.9,12.7,9.17,10.0
2016-09-08,951.12,20.1,28.4,1.3,2.3,72.3,12.7,20.87,3.6
2016-09-09,763.44,22.2,28.4,,2.2,78.4,12.6,18.67,3.4
2016-09-10,278.16,22.3,27.7,0.0,2.1,81.3,12.6,8.0,6.3
