년월일,총량(kw),최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),가조시간(hr),합계 일사량(MJ/m2),평균 전운량(1/10)
2013-12-06,608.88,5.5,13.3,,3.1,41.1,9.9,10.65,0.0
2013-12-07,606.72,3.9,12.3,,2.6,41.4,9.9,10.75,0.0
2013-12-08,601.44,5.8,14.1,,1.9,49.9,9.9,10.63,0.4
2013-12-09,46.8,6.9,14.0,5.0,3.8,72.6,9.9,1.32,8.5
2013-12-10,628.32,2.7,9.8,,3.7,50.0,9.9,10.89,0.8
2013-12-11,485.04,1.0,7.1,,5.1,49.1,9.8,6.8,2.8
2013-12-12,631.2,-0.3,8.4,,5.2,44.3,9.9,11.0,1.8
2013-12-13,647.52,-1.6,7.6,,3.9,43.5,9.8,10.75,2.4
2013-12-14,628.56,-1.7,9.0,,4.6,45.3,9.8,10.78,1.1
2013-12-15,222.48,-0.1,7.6,,2.7,36.5,9.8,11.26,2.1
2013-12-16,283.92,-0.1,9.0,,1.4,43.9,9.8,5.96,7.0
2013-12-17,167.04,6.0,10.0,3.5,3.6,66.8,9.8,3.56,10.0
2013-12-18,149.28,4.9,8.6,1.5,4.4,68.4,9.8,3.78,9.9
2013-12-19,581.04,-0.6,6.1,2.5,4.2,54.1,9.8,9.83,2.5
2013-12-20,611.28,-1.3,6.7,0.1,4.1,55.0,9.8,10.57,2.0
2013-12-21,610.8,0.0,9.1,,4.1,46.4,9.8,10.67,0.0
2013-12-22,627.12,-1.2,8.8,,4.0,37.1,9.8,11.02,1.6
2013-12-23,609.12,0.9,8.5,,4.4,39.6,9.8,10.7,1.1
2013-12-24,386.88,-0.4,10.0,,3.0,46.0,9.8,7.54,2.1
2013-12-25,450.0,3.4,13.7,,2.1,61.0,9.8,8.45,4.1
2013-12-26,108.48,2.8,8.5,,3.1,53.5,9.8,2.67,7.4
2013-12-27,618.72,-2.2,5.3,,3.7,35.9,9.8,10.93,0.5
2013-12-28,677.04,-4.0,4.4,,2.9,34.9,9.8,11.6,0.0
2013-12-29,648.0,-3.0,6.0,,3.6,42.3,9.8,11.29,0.0
2013-12-30,584.16,0.5,9.2,,4.9,49.5,9.8,10.47,0.4
2013-12-31,561.36,3.1,10.4,,5.7,48.5,9.8,10.0,0.0
2014-01-01,563.04,4.9,9.9,,5.3,37.1,9.9,10.05,0.0
2014-01-02,526.56,3.8,12.0,,2.7,31.9,9.9,9.6,2.3
2014-01-03,421.68,5.1,13.5,,2.4,26.0,9.9,7.76,5.3
2014-01-04,508.8,4.6,12.4,,2.7,49.6,9.9,9.29,5.6
2014-01-05,616.32,3.5,11.3,,2.9,46.6,9.9,10.75,2.3
2014-01-06,577.68,0.6,11.1,,2.5,33.3,9.9,10.32,0.0
2014-01-07,557.52,4.0,10.7,,3.1,31.4,9.9,9.95,5.5
2014-01-08,36.96,2.3,6.9,7.0,2.8,69.0,9.9,1.15,8.4
2014-01-09,769.2,-5.1,3.0,,4.1,22.3,9.9,12.8,0.0
2014-01-10,693.12,-5.4,4.5,,2.9,37.5,10.0,11.73,0.4
2014-01-11,620.4,-1.7,6.2,,2.6,44.5,10.0,10.71,2.0
2014-01-12,484.8,-0.6,7.8,,2.5,45.4,10.0,9.18,2.8
2014-01-13,752.16,-2.6,5.8,,3.5,22.6,10.0,12.76,1.4
2014-01-14,755.52,-3.3,7.2,,4.2,20.9,10.0,12.67,0.8
2014-01-15,744.48,-2.1,7.3,,3.6,25.6,10.1,12.62,0.0
2014-01-16,698.4,-1.1,8.4,,4.1,37.5,10.1,11.99,1.0
2014-01-17,581.28,0.8,9.0,,3.0,41.4,10.1,10.27,1.4
2014-01-18,582.48,-0.8,7.1,,3.3,37.0,10.1,10.04,0.3
2014-01-19,749.52,-3.1,7.4,,3.4,34.1,10.1,12.7,2.0
2014-01-20,358.08,2.2,9.3,0.1,4.7,52.1,10.2,7.0,5.6
2014-01-21,708.24,-2.4,4.5,,4.4,43.1,10.2,11.19,0.5
2014-01-22,760.08,-4.0,6.2,,4.3,37.1,10.2,12.94,0.1
2014-01-23,774.48,-1.0,9.4,,3.6,41.8,10.2,13.31,0.0
2014-01-24,673.44,3.5,14.5,,5.9,59.4,10.3,11.83,3.5
2014-01-25,86.64,8.3,15.3,1.5,4.8,67.4,10.3,2.74,7.0
2014-01-26,795.84,2.5,11.3,,3.1,42.4,10.3,13.46,0.0
2014-01-27,771.84,0.9,10.7,,3.2,52.6,10.3,13.25,0.0
2014-01-28,586.08,5.9,15.0,,4.0,44.5,10.4,10.91,2.3
2014-01-29,713.28,4.2,14.1,,3.3,45.8,10.4,12.81,3.9
2014-01-30,448.56,8.6,14.6,1.0,5.0,69.0,10.4,8.39,5.9
2014-01-31,782.4,4.1,15.5,,1.9,33.5,10.5,13.44,0.0
2014-02-01,355.2,6.7,16.8,5.0,2.6,74.0,10.5,7.13,8.6
2014-02-02,445.2,10.1,16.5,,3.9,87.4,10.5,8.62,6.0
2014-02-03,373.92,1.4,12.9,,3.7,47.5,10.5,7.62,5.1
2014-02-04,972.0,-5.6,3.2,,4.5,23.5,10.6,15.77,0.6
2014-02-05,675.36,-5.4,5.4,,3.3,32.0,10.6,11.91,6.0
2014-02-06,214.08,0.9,6.2,0.0,3.1,61.9,10.6,4.85,9.6
2014-02-07,114.72,2.6,6.8,5.0,4.6,74.5,10.7,2.78,9.6
2014-02-08,621.84,2.3,9.3,1.5,3.5,70.8,10.7,9.03,9.1
2014-02-09,506.16,2.7,8.6,,3.6,62.8,10.7,10.53,8.4
2014-02-10,278.64,-0.1,3.4,2.5,4.4,86.8,10.8,5.1,9.8
2014-02-11,724.08,-0.8,6.1,0.5,3.9,74.1,10.8,10.92,7.3
2014-02-12,763.2,1.0,8.9,,3.7,64.4,10.8,11.8,6.6
2014-02-13,156.48,2.4,7.3,0.4,4.0,67.5,10.9,6.29,8.0
2014-02-14,70.08,2.9,4.5,0.1,4.9,58.8,10.9,1.98,9.3
2014-02-15,920.88,0.8,12.0,,3.6,53.8,10.9,15.85,2.6
2014-02-16,809.76,1.3,11.5,,2.2,50.6,11.0,14.51,3.9
2014-02-17,280.56,4.4,11.3,5.5,3.7,64.3,11.0,5.56,9.4
2014-02-18,135.84,1.9,4.4,1.0,4.3,69.1,11.0,2.97,10.0
2014-02-19,127.68,2.0,3.9,,3.8,62.9,11.1,3.04,9.9
2014-02-20,925.92,1.2,11.8,,2.5,49.8,11.1,16.23,1.1
2014-02-21,863.04,0.3,10.4,,3.3,46.0,11.1,15.33,0.0
2014-02-22,790.56,2.4,13.0,,1.8,59.4,11.2,14.21,1.1
2014-02-23,783.84,3.1,12.9,,2.2,61.1,11.2,14.42,1.6
2014-02-24,798.24,4.8,14.5,,2.7,52.9,11.2,14.94,0.0
2014-02-25,666.96,6.1,14.8,,2.8,44.6,11.3,13.14,4.0
2014-02-26,65.28,8.2,10.2,22.0,3.1,79.9,11.3,1.88,9.4
2014-02-27,884.64,8.7,17.5,0.5,3.2,75.5,11.3,16.12,4.9
2014-02-28,312.48,8.1,13.7,0.1,3.1,69.5,11.4,4.89,9.0
2014-03-01,155.28,8.0,11.4,4.0,2.2,81.6,11.4,3.17,10.0
2014-03-02,653.28,5.0,12.9,0.5,2.6,71.3,11.5,11.09,6.8
2014-03-03,864.72,4.2,11.2,,3.2,55.4,11.5,13.67,2.0
2014-03-04,339.36,4.2,12.4,2.0,1.8,55.1,11.5,7.21,7.1
2014-03-05,1035.6,2.5,12.5,,3.0,42.9,11.6,19.08,1.0
2014-03-06,858.24,-0.5,8.5,,2.9,25.3,11.6,16.21,5.1
2014-03-07,1113.36,0.5,8.4,,2.8,27.0,11.6,19.96,2.4
2014-03-08,911.28,0.5,10.6,,3.3,34.8,11.7,16.77,4.9
2014-03-09,652.08,1.5,11.7,,3.4,37.0,11.7,13.42,4.5
2014-03-10,1106.64,-0.6,10.6,,4.2,32.1,11.8,20.52,0.0
2014-03-11,945.84,3.1,13.0,,4.2,38.0,11.8,18.15,0.4
2014-03-12,81.6,8.0,13.6,28.5,3.5,79.9,11.8,2.26,8.6
2014-03-13,214.08,2.8,13.9,30.0,4.0,82.5,11.9,4.52,10.0
2014-03-14,913.2,0.8,9.8,,2.5,52.6,11.9,15.95,4.0
2014-03-15,1013.52,2.0,13.7,,4.6,48.1,11.9,19.45,0.0
2014-03-16,903.6,8.7,17.3,,5.7,60.8,12.0,17.77,0.0
2014-03-17,966.48,9.2,17.9,0.2,5.5,71.1,12.0,18.87,4.6
2014-03-18,836.16,9.3,21.6,1.0,6.6,73.4,12.1,17.39,4.9
2014-03-19,356.16,8.2,12.9,,3.6,57.1,12.1,7.59,8.1
2014-03-20,424.32,4.7,12.8,4.0,3.0,68.8,12.1,9.22,8.6
2014-03-21,946.56,3.0,12.5,,3.3,54.0,12.2,18.18,1.9
2014-03-22,1088.4,4.7,14.1,,3.8,51.3,12.2,21.68,0.0
2014-03-23,999.36,9.1,20.0,,3.6,41.0,12.2,20.42,0.0
2014-03-24,920.16,9.3,17.6,,5.1,47.0,12.3,18.92,4.0
2014-03-25,206.16,13.1,18.1,13.5,3.9,82.1,12.3,5.05,10.0
2014-03-26,304.56,12.7,20.2,10.5,3.3,86.5,12.3,10.94,7.3
2014-03-27,932.64,11.7,18.6,,1.9,81.3,12.4,18.79,1.1
2014-03-28,891.12,12.1,19.8,,4.0,66.9,12.4,19.6,4.5
2014-03-29,83.76,12.7,17.4,28.0,3.4,90.0,12.4,1.57,10.0
2014-03-30,439.92,11.2,16.2,14.5,2.1,80.5,12.5,7.57,7.8
2014-03-31,668.88,9.4,18.6,,2.1,74.4,12.5,14.82,5.4
2014-04-01,998.88,11.4,19.5,,1.8,70.1,12.6,21.02,2.4
2014-04-02,1046.4,10.1,20.4,,1.4,57.1,12.6,22.24,0.3
2014-04-03,806.4,10.7,20.5,2.5,2.4,61.3,12.6,17.11,5.5
2014-04-04,1146.24,5.1,14.8,2.5,3.7,51.8,12.7,22.41,2.9
2014-04-05,658.08,6.1,12.9,,3.5,58.1,12.7,14.76,5.5
2014-04-06,1167.12,4.1,15.8,,3.7,41.9,12.7,24.48,0.6
2014-04-07,991.44,7.8,18.6,,2.9,35.9,12.8,21.67,4.8
2014-04-08,1079.76,11.5,21.5,,2.7,36.5,12.8,23.36,0.0
2014-04-09,1074.72,10.5,19.3,,3.0,48.3,12.8,23.54,0.0
2014-04-10,996.96,10.3,20.3,,4.0,50.1,12.9,21.36,0.4
2014-04-11,477.36,10.2,17.5,0.1,2.4,56.8,12.9,11.36,7.1
2014-04-12,388.8,11.7,16.7,0.5,2.3,53.3,13.0,8.8,9.4
2014-04-13,318.72,10.5,17.4,6.0,3.0,67.5,13.0,8.92,7.0
2014-04-14,1101.12,10.4,19.4,,2.8,40.1,13.0,24.47,0.0
2014-04-15,1029.6,11.2,22.3,,3.2,44.4,13.1,23.05,2.4
2014-04-16,641.76,15.7,23.9,,3.5,47.5,13.1,15.23,6.5
2014-04-17,500.88,11.7,21.1,31.5,3.6,70.1,13.1,11.61,6.5
2014-04-18,409.2,10.6,16.8,0.5,3.4,82.4,13.2,7.83,6.9
2014-04-19,335.52,9.9,13.9,0.2,4.4,71.5,13.2,7.21,7.1
2014-04-20,849.84,10.5,17.4,,3.3,70.3,13.2,19.15,5.9
2014-04-21,1008.48,11.2,21.8,,2.3,65.8,13.3,22.65,5.5
2014-04-22,816.72,13.6,21.6,,2.2,50.9,13.3,19.1,5.4
2014-04-23,1038.48,13.5,23.8,,2.7,47.6,13.3,23.58,0.5
2014-04-24,19.44,13.3,22.9,,1.6,46.1,13.4,24.3,1.5
2014-04-25,932.64,13.5,23.3,,1.4,42.1,13.4,23.65,0.0
2014-04-26,792.48,14.0,22.7,,2.2,55.5,13.4,19.44,6.1
2014-04-27,602.16,14.8,21.4,1.5,2.1,73.9,13.5,14.38,9.1
2014-04-28,75.36,13.1,14.9,77.5,4.2,98.8,13.5,2.42,10.0
2014-04-29,509.52,14.0,18.5,24.5,3.1,94.0,13.5,13.33,9.9
2014-04-30,309.12,13.7,16.6,0.5,2.2,90.9,13.5,6.59,9.9
2014-05-01,969.36,13.7,21.8,,3.6,78.6,13.6,23.4,3.5
2014-05-02,1062.24,15.1,24.3,,4.1,74.4,13.6,25.06,1.8
2014-05-03,1135.2,13.7,22.7,,4.2,45.1,13.7,26.76,2.3
2014-05-04,654.72,12.4,19.2,,3.9,59.1,13.7,16.01,7.6
2014-05-05,1146.0,10.6,19.6,0.4,3.5,46.3,13.7,26.6,2.8
2014-05-06,1164.24,10.4,20.0,,4.0,41.6,13.8,27.62,1.0
2014-05-07,1151.52,11.3,19.6,,5.3,61.5,13.8,27.59,0.5
2014-05-08,574.08,14.8,22.4,15.0,5.3,70.9,13.8,14.81,4.5
2014-05-09,1067.76,14.1,22.4,,2.9,60.0,13.8,25.16,0.0
2014-05-10,1145.52,12.3,22.4,,3.1,49.5,13.9,27.04,0.9
2014-05-11,921.84,13.8,22.3,2.0,2.8,72.1,13.9,21.35,6.6
2014-05-12,801.12,16.3,24.7,89.0,5.2,81.5,13.9,19.29,6.0
2014-05-13,1086.72,15.0,26.5,,4.1,59.9,14.0,26.97,1.5
2014-05-14,199.2,15.2,18.8,1.0,2.5,78.1,14.0,5.03,9.3
2014-05-15,869.28,15.5,27.7,0.0,3.1,60.5,14.0,21.88,4.1
2014-05-16,1074.96,17.2,23.8,,3.5,52.5,14.0,26.25,1.3
2014-05-17,1061.76,17.0,23.3,,2.5,61.4,14.1,26.61,4.6
2014-05-18,1040.4,16.3,23.8,,1.9,69.8,14.1,25.75,3.4
2014-05-19,1042.32,15.7,24.9,,1.7,72.6,14.1,25.51,3.0
2014-05-20,148.56,16.0,20.6,7.0,1.9,86.4,14.1,4.04,8.8
2014-05-21,1022.88,15.7,25.7,,2.5,73.8,14.2,25.03,0.1
2014-05-22,1060.32,16.2,24.9,,2.9,76.5,14.2,25.15,2.9
2014-05-23,542.64,15.8,20.3,,2.4,79.9,14.2,12.95,5.3
2014-05-24,853.68,15.9,24.4,,4.3,75.4,14.2,20.72,3.6
2014-05-25,586.32,17.3,22.8,25.5,5.4,92.0,14.2,14.86,9.4
2014-05-26,696.48,18.3,25.9,6.0,4.4,70.9,14.3,17.95,5.4
2014-05-27,1054.08,18.6,27.0,,5.8,57.5,14.3,26.62,1.5
2014-05-28,618.0,17.8,22.6,0.0,4.7,90.3,14.3,16.06,4.0
2014-05-29,987.6,17.5,24.4,,3.6,83.5,14.3,25.35,1.3
2014-05-30,1044.0,16.9,23.6,,3.6,75.6,14.3,26.83,0.0
2014-05-31,1007.52,19.5,26.3,,3.0,63.1,14.4,26.57,0.3
2014-06-01,610.08,19.7,25.9,,2.8,65.6,14.4,15.18,6.9
2014-06-02,225.36,17.6,23.6,6.5,2.4,77.8,14.4,5.67,10.0
2014-06-03,133.68,17.9,20.7,6.5,2.8,91.9,14.4,2.86,10.0
2014-06-04,596.64,18.1,26.0,3.0,3.5,81.1,14.4,12.85,9.8
2014-06-05,262.08,18.1,21.4,1.0,3.2,88.6,14.4,5.6,9.9
2014-06-06,618.24,17.8,24.2,,1.9,75.9,14.4,15.04,5.1
2014-06-07,990.48,16.5,23.6,,2.5,79.0,14.4,24.47,3.9
2014-06-08,447.84,17.5,22.3,,2.1,82.6,14.5,11.69,7.9
2014-06-09,490.56,18.8,22.7,,2.7,81.6,14.5,11.88,9.0
2014-06-10,439.2,19.1,23.8,,3.0,79.9,14.5,10.74,8.4
2014-06-11,777.6,18.0,25.3,,3.1,78.1,14.5,15.87,6.8
2014-06-12,342.24,17.7,22.3,22.0,2.2,86.4,14.5,9.01,9.3
2014-06-13,926.88,17.4,24.3,,3.3,84.9,14.5,23.85,4.6
2014-06-14,956.4,19.1,26.6,,3.4,77.5,14.5,24.56,4.6
2014-06-15,996.96,19.6,29.0,,3.5,69.5,14.5,25.17,3.4
2014-06-16,827.04,20.3,27.5,,3.8,67.6,14.5,21.14,7.4
2014-06-17,264.48,20.2,23.3,0.5,2.1,85.0,14.5,6.75,8.9
2014-06-18,678.0,19.1,25.5,3.5,3.0,81.9,14.5,19.17,4.9
2014-06-19,1016.4,18.1,26.4,,3.0,73.3,14.5,26.31,0.8
2014-06-20,723.36,20.2,25.8,,2.9,80.9,14.5,17.19,8.8
2014-06-21,193.44,19.7,21.7,1.0,3.5,87.3,14.5,3.53,10.0
2014-06-22,418.8,18.8,22.0,,2.7,82.0,14.5,7.65,9.1
2014-06-23,539.52,18.0,23.8,0.5,2.3,84.4,14.5,14.14,8.3
2014-06-24,696.24,19.4,25.9,,2.6,85.6,14.5,20.37,5.8
2014-06-25,827.76,20.1,25.6,,2.5,85.5,14.5,22.03,5.4
2014-06-26,958.56,20.4,26.7,,2.8,81.6,14.5,24.36,4.9
2014-06-27,691.44,20.5,26.7,,2.4,79.9,14.5,20.51,3.8
2014-06-28,929.52,21.3,29.9,,3.5,70.6,14.5,23.88,3.6
2014-06-29,1016.64,21.3,27.6,,3.1,69.8,14.5,25.31,2.5
2014-06-30,677.52,20.7,26.9,,2.5,89.4,14.5,17.62,7.5
2014-07-01,948.48,20.5,27.1,,2.5,87.9,14.5,24.55,3.8
2014-07-02,472.08,20.9,25.8,14.0,2.0,86.8,14.5,11.59,9.4
2014-07-03,343.92,20.3,25.6,40.5,2.6,93.6,14.5,6.78,10.0
2014-07-04,354.24,21.0,26.1,0.5,1.9,84.1,14.5,10.46,8.0
2014-07-05,518.64,20.3,26.0,,1.9,78.0,14.5,13.19,9.1
2014-07-06,145.68,19.3,23.0,5.0,2.4,92.3,14.5,3.97,9.9
2014-07-07,318.0,19.8,23.2,3.5,1.9,97.0,14.4,3.97,9.3
2014-07-08,204.0,21.8,27.9,9.0,1.3,97.1,14.4,5.82,9.1
2014-07-09,482.88,23.7,28.5,2.0,3.4,89.8,14.4,12.65,9.1
2014-07-10,612.24,24.3,31.8,0.0,2.6,84.8,14.4,14.72,6.9
2014-07-11,846.24,24.4,32.4,,3.2,59.8,14.4,22.59,5.0
2014-07-12,481.2,23.0,26.5,,3.3,79.1,14.4,11.28,8.0
2014-07-13,445.92,20.1,24.3,34.5,2.7,92.0,14.4,12.0,8.8
2014-07-14,907.2,22.3,28.4,,3.7,81.0,14.3,23.33,4.4
2014-07-15,468.48,22.0,26.6,8.0,3.1,91.3,14.3,11.73,9.1
2014-07-16,574.56,22.0,27.6,1.5,3.1,92.5,14.3,14.3,9.4
2014-07-17,330.0,21.6,25.3,17.5,3.4,94.6,14.3,8.18,9.9
2014-07-18,392.64,21.2,26.5,29.0,3.6,95.8,14.2,12.36,8.4
2014-07-19,838.08,22.5,30.2,4.0,3.3,85.1,14.2,21.59,7.3
2014-07-20,706.56,22.7,29.4,0.0,2.1,85.3,14.2,20.31,5.6
2014-07-21,1001.76,22.6,28.2,,3.1,85.3,14.2,25.97,1.4
2014-07-22,827.04,23.3,28.7,,5.5,83.3,14.2,21.69,5.1
2014-07-23,871.68,24.3,30.3,,5.3,81.3,14.1,22.28,4.5
2014-07-24,933.36,25.5,31.4,,5.0,84.6,14.1,24.41,4.1
2014-07-25,540.48,25.5,29.7,,6.0,92.8,14.1,13.08,8.0
2014-07-26,791.28,24.1,29.8,0.3,7.6,79.3,14.1,24.31,3.5
2014-07-27,1054.56,21.7,28.7,,2.6,71.1,14.1,26.09,5.0
2014-07-28,690.72,20.9,27.2,,2.3,77.4,14.0,16.83,7.1
2014-07-29,825.36,22.8,29.7,,2.4,81.4,14.0,22.39,6.6
2014-07-30,973.44,24.5,32.2,,1.7,79.0,14.0,25.0,2.5
2014-07-31,1025.52,26.4,32.9,0.0,2.3,79.1,13.9,26.34,4.5
2014-08-01,508.32,26.5,32.2,0.4,3.4,76.5,13.9,13.04,9.3
2014-08-02,177.6,24.2,28.6,46.0,4.9,88.3,13.9,5.25,10.0
2014-08-03,310.56,24.2,26.3,68.0,5.9,94.3,13.9,5.64,9.8
2014-08-04,63.36,23.3,24.8,41.0,7.2,96.4,13.8,3.12,10.0
2014-08-05,558.24,23.3,29.0,3.0,4.0,92.1,13.8,14.74,7.0
2014-08-06,834.0,23.7,29.5,,3.6,87.4,13.8,22.16,4.0
2014-08-07,411.84,23.9,27.3,,2.6,87.4,13.8,8.31,9.3
2014-08-08,516.72,21.5,25.2,0.5,4.1,85.6,13.7,6.54,10.0
2014-08-09,637.68,22.7,28.0,1.5,5.0,81.1,13.7,14.85,7.8
2014-08-10,305.28,20.8,27.0,23.5,2.9,88.5,13.7,7.22,9.8
2014-08-11,778.08,21.1,28.2,0.5,2.7,85.0,13.6,20.52,6.4
2014-08-12,1006.56,22.3,31.3,,2.9,73.1,13.6,24.46,1.5
2014-08-13,322.08,23.8,27.1,,1.5,72.6,13.6,8.08,8.5
2014-08-14,271.92,20.1,24.4,67.0,3.3,96.3,13.5,3.77,10.0
2014-08-15,237.36,21.3,25.4,30.0,2.2,93.9,13.5,6.45,9.3
2014-08-16,775.68,22.1,28.4,,2.3,80.8,13.5,15.81,5.0
2014-08-17,710.16,22.0,27.6,3.5,2.9,77.4,13.4,15.8,8.1
2014-08-18,36.96,20.6,24.7,129.5,4.2,98.4,13.4,1.58,10.0
2014-08-19,333.6,22.9,26.8,17.0,4.2,95.5,13.4,9.85,9.8
2014-08-20,122.4,22.9,24.4,70.0,3.1,99.6,13.3,3.62,10.0
2014-08-21,580.8,23.0,27.0,14.5,5.9,89.3,13.3,15.07,7.8
2014-08-22,1008.0,21.4,28.3,,3.3,80.4,13.3,23.7,0.9
2014-08-23,804.0,23.3,29.7,,3.4,77.0,13.2,19.64,6.5
2014-08-24,223.92,23.5,27.0,2.5,2.4,90.4,13.2,6.95,9.8
2014-08-25,16.8,22.2,25.8,115.0,3.2,99.1,13.2,0.88,10.0
2014-08-26,558.48,22.1,27.6,2.0,2.7,90.3,13.1,15.27,8.6
2014-08-27,326.64,20.2,24.8,6.0,3.0,81.0,13.1,7.71,10.0
2014-08-28,352.32,20.4,24.3,0.3,2.7,79.4,13.1,8.1,9.8
2014-08-29,470.16,20.4,26.4,0.5,2.9,78.0,13.0,10.69,7.8
2014-08-30,757.92,19.5,26.6,,2.9,75.8,13.0,17.07,4.6
2014-08-31,697.92,19.4,26.1,,2.7,72.6,13.0,15.38,6.9
2014-09-01,1005.36,19.9,27.5,,3.0,72.5,12.9,22.84,3.9
2014-09-02,467.04,20.5,25.5,0.2,3.0,79.6,12.9,9.43,9.0
2014-09-03,84.96,21.7,25.9,61.0,4.8,97.0,12.9,3.31,10.0
2014-09-04,808.32,21.2,27.3,1.0,3.9,84.6,12.8,22.69,3.4
2014-09-05,945.6,21.3,30.6,,2.7,77.3,12.8,21.39,2.1
2014-09-06,301.92,20.1,24.3,0.5,2.1,82.3,12.8,7.97,4.6
2014-09-07,1035.6,19.3,27.8,,1.9,75.5,12.7,23.01,2.0
2014-09-08,966.96,21.5,27.9,,2.4,77.8,12.7,21.87,1.1
2014-09-09,805.68,22.0,29.7,,2.4,78.0,12.6,18.59,4.6
2014-09-10,802.32,22.6,27.9,,2.8,77.8,12.6,18.83,4.4
2014-09-11,969.12,21.0,27.2,,3.2,71.0,12.6,21.56,3.8
2014-09-12,427.2,20.5,25.3,,2.6,71.0,12.5,9.58,8.0
2014-09-13,968.16,19.8,26.7,,3.4,67.9,12.5,19.92,2.3
2014-09-14,755.76,19.2,26.4,,2.9,71.9,12.5,16.86,4.3
2014-09-15,616.08,20.0,27.5,,1.9,73.5,12.4,13.43,6.4
2014-09-16,854.64,21.2,28.4,,2.4,70.4,12.4,18.67,5.1
2014-09-17,146.16,19.9,24.3,0.5,1.8,80.4,12.4,4.16,10.0
2014-09-18,429.12,19.0,23.3,1.5,2.9,71.5,12.3,8.72,8.9
2014-09-19,276.48,18.9,23.0,,2.5,64.6,12.3,6.62,7.5
2014-09-20,1016.16,18.4,26.4,,2.8,60.6,12.2,20.61,1.0
2014-09-21,978.72,18.7,26.7,,2.7,63.9,12.2,20.53,2.3
2014-09-22,1000.08,19.3,27.2,,3.0,65.6,12.2,21.19,1.3
2014-09-23,424.56,19.5,26.9,4.0,3.0,77.6,12.1,9.81,8.4
2014-09-24,34.32,18.6,24.1,60.0,3.6,98.3,12.1,1.31,10.0
2014-09-25,593.28,18.8,26.6,,2.3,76.3,12.1,14.14,5.9
2014-09-26,832.32,18.7,25.1,,3.0,68.6,12.0,16.32,3.8
2014-09-27,917.04,17.2,25.8,,1.9,70.0,12.0,18.45,1.9
2014-09-28,851.52,19.2,28.0,,2.0,72.9,12.0,17.73,1.5
2014-09-29,495.6,20.6,26.3,0.0,2.4,78.4,11.9,11.08,8.9
2014-09-30,360.72,17.9,24.2,0.0,3.2,78.0,11.9,6.25,8.4
2014-10-01,512.88,17.1,23.1,,2.9,73.8,11.9,10.61,5.4
2014-10-02,668.88,17.5,25.7,,2.9,72.8,11.8,14.11,5.4
2014-10-03,978.24,17.8,25.3,,2.7,62.8,11.8,19.12,0.4
2014-10-04,665.28,16.8,23.3,,4.5,61.6,11.7,14.45,4.9
2014-10-05,840.72,15.6,23.0,,4.7,60.1,11.7,14.95,5.8
2014-10-06,804.48,15.2,23.7,,3.2,57.6,11.7,14.87,1.8
2014-10-07,621.36,14.8,23.4,,2.4,63.1,11.6,14.54,0.9
2014-10-08,906.24,14.6,23.8,,1.9,65.3,11.6,18.02,0.9
2014-10-09,886.32,16.0,25.0,,2.9,66.8,11.6,17.65,2.9
2014-10-10,708.48,15.9,25.0,,3.0,69.1,11.5,12.55,3.5
2014-10-11,879.84,18.1,23.7,,5.0,67.1,11.5,14.22,1.5
2014-10-12,169.2,17.9,21.8,3.5,4.1,80.4,11.5,4.1,9.1
2014-10-13,104.64,15.4,18.2,36.5,5.3,87.1,11.4,2.62,8.6
2014-10-14,688.08,12.4,20.8,,3.0,60.8,11.4,14.51,3.8
2014-10-15,859.92,12.1,21.7,,2.3,63.6,11.4,15.54,2.6
2014-10-16,710.64,12.6,21.2,,3.4,53.6,11.3,14.55,1.9
2014-10-17,938.4,10.9,20.8,,2.3,40.0,11.3,17.44,0.6
2014-10-18,920.16,12.8,22.6,,1.6,48.3,11.2,17.12,0.0
2014-10-19,888.48,13.1,23.6,,1.1,62.8,11.2,16.62,4.3
2014-10-20,102.48,18.4,21.5,39.5,3.9,92.6,11.2,2.87,10.0
2014-10-21,131.76,15.4,22.0,30.5,3.2,93.1,11.1,2.65,10.0
2014-10-22,179.28,13.4,15.8,32.5,4.2,85.1,11.1,3.46,9.1
2014-10-23,643.44,12.7,20.3,,2.3,65.6,11.1,13.52,3.5
2014-10-24,866.16,12.7,22.1,,3.0,68.6,11.0,15.77,0.4
2014-10-25,854.4,13.9,23.9,,2.8,69.5,11.0,15.75,0.0
2014-10-26,863.28,14.9,24.1,,3.1,64.6,11.0,16.08,0.0
2014-10-27,624.72,14.0,21.3,,2.7,67.1,10.9,12.01,1.8
2014-10-28,852.96,11.9,21.3,,1.3,64.8,10.9,15.29,0.3
2014-10-29,575.28,12.6,21.1,,1.1,69.3,10.9,10.97,5.3
2014-10-30,543.12,13.1,20.5,,1.6,70.8,10.8,10.89,6.0
2014-10-31,60.72,14.1,16.8,20.0,2.2,87.9,10.8,1.66,10.0
2014-11-01,309.36,15.7,20.9,4.0,2.0,91.1,10.8,6.65,7.9
2014-11-02,398.16,10.3,18.4,,4.1,66.6,10.7,8.83,3.9
2014-11-03,910.8,7.1,15.1,,2.5,41.8,10.7,15.37,0.0
2014-11-04,852.48,8.5,17.6,,2.0,56.5,10.7,14.82,0.3
2014-11-05,816.48,9.9,20.6,,1.7,65.3,10.6,14.27,1.9
2014-11-06,676.32,12.3,21.6,,1.7,57.5,10.6,12.11,4.1
